frame iterator,time,x1,y1,r1,x2,y2,r2,x3,y3,r3,x4,y4,r4,x5,y5,r5,x6,y6,r6,x7,y7,r7,x8,y8,r8,x9,y9,r9,x10,y10,r10
132,4.596986770629883,756.5,210.5,28.799999237060547
133,4.644142150878906,726.5,223.5,29.0
134,4.691206216812134,693.5,237.5,28.5
135,4.7401275634765625,642.5,253.5,28.299999237060547
136,4.785551309585571,619.5,258.5,28.0
137,4.832394123077393,581.5,266.5,28.399999618530273
138,4.880031585693359,542.5,270.5,28.600000381469727
139,4.9269163608551025,485.5,271.5,27.399999618530273
140,4.974331617355347,462.5,269.5,27.299999237060547
141,5.021200656890869,409.5,263.5,27.100000381469727
142,5.068695783615112,385.5,258.5,28.799999237060547
143,5.125979900360107,351.5,250.5,28.600000381469727
144,5.174472093582153,319.5,240.5,28.399999618530273
145,5.2204320430755615,278.5,223.5,29.899999618530273
146,5.2678632736206055,252.5,213.5,28.899999618530273
147,5.314758539199829,238.5,206.5,29.399999618530273
148,5.361771106719971,213.5,189.5,29.399999618530273
149,5.408636569976807,200.5,182.5,29.299999237060547
150,5.460581302642822,187.5,172.5,29.100000381469727
151,5.518466472625732,179.5,167.5,28.5
152,5.565925121307373,172.5,161.5,31.0
153,5.61280083656311,171.5,161.5,28.799999237060547
154,5.660250663757324,170.5,160.5,30.200000762939453
155,5.707140922546387,174.5,166.5,31.0
156,5.754236221313477,183.5,169.5,30.5
157,5.802491188049316,193.5,177.5,29.299999237060547
158,5.849027872085571,209.5,187.5,28.0
159,5.8960418701171875,224.5,197.5,30.0
160,5.942481756210327,244.5,210.5,30.0
161,5.989515066146851,280.5,225.5,29.100000381469727
162,6.036444187164307,299.5,233.5,28.600000381469727
163,6.083841562271118,330.5,244.5,28.600000381469727
164,6.130743026733398,364.5,254.5,28.100000381469727
165,6.17834734916687,399.5,262.5,28.799999237060547
166,6.225194215774536,437.5,268.5,28.399999618530273
167,6.272733688354492,476.5,271.5,28.100000381469727
168,6.319637775421143,516.5,272.5,28.0
169,6.366686105728149,572.5,266.5,28.299999237060547
170,6.413481950759888,611.5,259.5,29.600000381469727
171,6.4602038860321045,634.5,256.5,29.100000381469727
172,6.507063388824463,686.5,240.5,28.799999237060547
173,6.554616928100586,720.5,228.5,28.799999237060547
174,6.60162091255188,742.5,220.5,26.0
175,6.648571729660034,767.5,206.5,30.200000762939453
176,6.695579528808594,794.5,189.5,29.200000762939453
177,6.744970321655273,815.5,175.5,30.299999237060547
178,6.789950370788574,839.5,156.5,29.899999618530273
179,6.8368682861328125,853.5,145.5,29.600000381469727
180,6.884425401687622,864.5,134.5,30.399999618530273
181,6.931301116943359,871.5,128.5,28.600000381469727
182,6.978713035583496,875.5,123.5,28.100000381469727
183,7.026365756988525,879.5,120.5,29.399999618530273
184,7.0732176303863525,884.5,118.5,27.899999618530273
185,7.120129108428955,877.5,124.5,30.200000762939453
186,7.167254447937012,871.5,129.5,30.399999618530273
187,7.214257478713989,859.5,137.5,27.5
188,7.2617104053497314,849.5,147.5,28.899999618530273
189,7.308726072311401,834.5,158.5,28.5
190,7.3558008670806885,816.5,172.5,29.299999237060547
191,7.402844429016113,787.5,191.5,29.299999237060547
192,7.449891567230225,762.5,206.5,28.0
193,7.496908187866211,742.5,215.5,29.399999618530273
194,7.546363115310669,710.5,230.5,28.299999237060547
195,7.591415643692017,663.5,247.5,27.700000762939453
196,7.638129234313965,640.5,253.5,28.100000381469727
197,7.685659408569336,601.5,262.5,28.799999237060547
198,7.7325215339660645,562.5,266.5,29.600000381469727
199,7.779923915863037,521.5,270.5,29.299999237060547
200,7.826797008514404,484.5,270.5,28.399999618530273
201,7.874169588088989,430.5,267.5,27.100000381469727
202,7.921077489852905,407.5,263.5,28.399999618530273
203,7.968104362487793,371.5,256.5,28.799999237060547
204,8.015002965927124,337.5,247.5,28.899999618530273
205,8.062433958053589,305.5,237.5,28.5
206,8.10945177078247,268.5,220.5,28.799999237060547
207,8.156460285186768,242.5,209.5,29.299999237060547
208,8.203531265258789,222.5,195.5,30.200000762939453
209,8.250653266906738,205.5,186.5,29.700000762939453
210,8.297722101211548,192.5,176.5,30.700000762939453
211,8.34761095046997,180.5,170.5,28.899999618530273
212,8.392377614974976,175.5,164.5,30.200000762939453
213,8.439389944076538,169.5,161.5,30.200000762939453
214,8.48686146736145,170.5,160.5,30.799999237060547
215,8.5337233543396,172.5,163.5,29.899999618530273
216,8.581563949584961,178.5,168.5,29.600000381469727
217,8.628441572189331,186.5,174.5,29.700000762939453
218,8.676061630249023,199.5,184.5,27.5
219,8.723108530044556,213.5,193.5,30.799999237060547
220,8.770497560501099,233.5,203.5,29.700000762939453
221,8.818618059158325,257.5,215.5,28.899999618530273
222,8.864582300186157,282.5,226.5,29.899999618530273
223,8.911458969116211,314.5,239.5,28.5
224,8.958503484725952,346.5,249.5,28.799999237060547
225,9.005531549453735,380.5,258.5,28.799999237060547
226,9.052606105804443,430.5,267.5,28.600000381469727
227,9.099671840667725,455.5,269.5,27.5
228,9.149674892425537,509.5,272.5,29.299999237060547
229,9.193580627441406,549.5,270.5,29.399999618530273
230,9.240694999694824,589.5,264.5,28.600000381469727
231,9.288223028182983,628.5,256.5,28.600000381469727
232,9.335124731063843,665.5,247.5,29.100000381469727
233,9.38267183303833,699.5,235.5,28.799999237060547
234,9.429561614990234,719.5,227.5,28.899999618530273
235,9.477197885513306,761.5,207.5,29.200000762939453
236,9.523972749710083,778.5,198.5,28.600000381469727
237,9.571242570877075,802.5,183.5,29.399999618530273
